sample_id,platform,timestamp,text,source_type,human_label,url,report_channel,reviewer_note,demo_cluster_seed
demo_0292,short_video,2025-12-22,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kontak @tanjung_review19 kanal tanjung19[.]invalid,public_post,suspicious,,cekrekening,demo_anonymized_synthetic_public_signal,seed_19
demo_0293,image_ocr,2026-02-26,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,public_post,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_20
demo_0294,forum,2025-10-19,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kontak @lintas_review12,ocr_snapshot,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_12
demo_0295,short_video,2025-12-18,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kontak @sagara_review18,manual_report,suspicious,,aduankonten,demo_anonymized_synthetic_public_signal,seed_18
demo_0296,public_report,2025-12-30,"ocr tangkapan layar memuat maxwin, bonus member baru, dan kontak 08xx-xxx-1020",public_post,promotional,,none,demo_anonymized_synthetic_public_signal,seed_20
demo_0297,comment,2025-09-03,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas,platform_export,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_13
demo_0298,image_ocr,2025-11-18,kampanye literasi digital anti judi online untuk siswa dan keluarga,platform_export,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_14
demo_0299,comment,2025-06-13,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kontak @varuna_review21,manual_report,suspicious,,aduankonten,demo_anonymized_synthetic_public_signal,seed_21
demo_0300,image_ocr,2025-06-24,"ocr tangkapan layar memuat maxwin, saldo ewallet, dan kontak 08xx-xxx-1004",platform_export,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_04
demo_0301,comment,2026-04-06,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual kanal fajar06[.]invalid",public_post,suspicious,,none,demo_anonymized_synthetic_public_signal,seed_06
demo_0302,public_report,2025-04-05,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual",public_post,suspicious,,aduankonten,demo_anonymized_synthetic_public_signal,seed_05
demo_0303,short_video,2025-06-30,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,manual_report,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_12
demo_0304,forum,2026-02-14,akun baru diarahkan ke halimun08[.]invalid lalu chat @halimun_review08 untuk saldo ewallet,platform_export,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_08
demo_0305,short_video,2025-01-18,diskusi sekolah tentang cara menjaga ruang digital produktif,platform_export,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_15
demo_0306,comment,2026-02-20,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,manual_report,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_21
demo_0307,comment,2025-10-19,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,public_post,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_18
demo_0308,forum,2025-06-26,"info togel qris cepat via admin @purnama_review16, cek domain purnama16[.]invalid mirror sagara18[.]invalid admin @sagara_review18",manual_report,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_16
demo_0309,forum,2026-01-22,diskusi sekolah tentang cara menjaga ruang digital produktif,platform_export,benign,,none,demo_anonymized_synthetic_public_signal,seed_17
demo_0310,forum,2025-08-02,"info rtp tinggi wd harian via admin @alpha_review01, cek domain alpha01[.]invalid",platform_export,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_01
demo_0311,short_video,2025-01-26,"ocr tangkapan layar memuat parlay, qris cepat, dan kontak 08xx-xxx-1007 mirror lintas12[.]invalid admin @lintas_review12",platform_export,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_07
demo_0312,image_ocr,2025-04-21,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,public_post,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_20
demo_0313,bio_text,2025-12-09,artikel edukasi dampak sosial ekonomi judi online bagi remaja,public_post,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_04
demo_0314,bio_text,2025-07-11,kampanye literasi digital anti judi online untuk siswa dan keluarga,ocr_snapshot,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_06
demo_0315,comment,2025-04-07,kampanye literasi digital anti judi online untuk siswa dan keluarga,platform_export,benign,,none,demo_anonymized_synthetic_public_signal,seed_01
demo_0316,comment,2026-04-13,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kontak @alpha_review01,platform_export,suspicious,,none,demo_anonymized_synthetic_public_signal,seed_01
demo_0317,comment,2025-12-19,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kanal varuna21[.]invalid,platform_export,suspicious,,none,demo_anonymized_synthetic_public_signal,seed_21
demo_0318,bio_text,2025-01-04,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,ocr_snapshot,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_06
demo_0319,public_report,2025-04-25,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal,public_post,suspicious,,none,demo_anonymized_synthetic_public_signal,seed_12
demo_0320,short_video,2026-02-26,komentar berulang menyebut waringin22[.]invalid dengan ajakan claim bonus,ocr_snapshot,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_22
demo_0321,bio_text,2025-03-11,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kanal varuna21[.]invalid,manual_report,suspicious,,aduankonten,demo_anonymized_synthetic_public_signal,seed_21
demo_0322,bio_text,2026-03-10,caption berisi istilah scatter tapi juga membahas bahaya judi online kontak @bravo_review02,public_post,suspicious,,cekrekening,demo_anonymized_synthetic_public_signal,seed_02
demo_0323,public_report,2025-09-05,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kontak @utara_review20 kanal utara20[.]invalid,platform_export,suspicious,,cekrekening,demo_anonymized_synthetic_public_signal,seed_20
demo_0324,image_ocr,2026-03-12,"info rtp tinggi deposit kecil via admin @sagara_review18, cek domain sagara18[.]invalid",ocr_snapshot,promotional,,none,demo_anonymized_synthetic_public_signal,seed_18
demo_0325,public_report,2025-01-31,artikel edukasi dampak sosial ekonomi judi online bagi remaja,ocr_snapshot,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_12
demo_0326,forum,2025-05-14,diskusi sekolah tentang cara menjaga ruang digital produktif,manual_report,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_06
demo_0327,public_report,2025-04-06,diskusi sekolah tentang cara menjaga ruang digital produktif,platform_export,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_20
demo_0328,comment,2026-03-22,"ocr tangkapan layar memuat togel, qris cepat, dan kontak 08xx-xxx-1016",manual_report,promotional,,none,demo_anonymized_synthetic_public_signal,seed_16
demo_0329,short_video,2026-03-22,"rtp tinggi sedang ramai, pola malam ini dibagikan di @fajar_review06, pembayaran QRIS-FAJAR-06",public_post,promotional,,none,demo_anonymized_synthetic_public_signal,seed_06
demo_0330,comment,2025-12-14,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,manual_report,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_20
demo_0331,image_ocr,2026-03-01,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual",public_post,suspicious,,cekrekening,demo_anonymized_synthetic_public_signal,seed_08
demo_0332,comment,2026-02-22,caption berisi istilah scatter tapi juga membahas bahaya judi online kontak @lintas_review12,platform_export,suspicious,,none,demo_anonymized_synthetic_public_signal,seed_12
demo_0333,public_report,2025-07-18,"ocr tangkapan layar memuat rtp tinggi, bonus member baru, dan kontak 08xx-xxx-1012 mirror merapi13[.]invalid admin @merapi_review13",ocr_snapshot,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_12
demo_0334,image_ocr,2025-10-02,artikel edukasi dampak sosial ekonomi judi online bagi remaja,public_post,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_02
demo_0335,comment,2025-05-20,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan contoh tautan disamarkan alpha01[.]invalid,public_post,benign,,none,demo_anonymized_synthetic_public_signal,seed_01
demo_0336,forum,2025-11-12,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,ocr_snapshot,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_05
demo_0337,public_report,2025-05-20,diskusi sekolah tentang cara menjaga ruang digital produktif contoh tautan disamarkan intan09[.]invalid,public_post,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_09
demo_0338,image_ocr,2025-06-22,caption berisi istilah scatter tapi juga membahas bahaya judi online,public_post,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_15
demo_0339,bio_text,2026-04-05,akun baru diarahkan ke orion15[.]invalid lalu chat @orion_review15 untuk wd harian,manual_report,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_15
demo_0340,public_report,2025-10-22,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,platform_export,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_01
demo_0341,forum,2025-10-20,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual kanal fajar06[.]invalid",manual_report,suspicious,,cekrekening,demo_anonymized_synthetic_public_signal,seed_06
demo_0342,public_report,2025-03-13,akun baru diarahkan ke alpha01[.]invalid lalu chat @alpha_review01 untuk deposit kecil,manual_report,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_01
demo_0343,comment,2025-07-09,komentar berulang menyebut tanjung19[.]invalid dengan ajakan promo malam ini,public_post,promotional,,none,demo_anonymized_synthetic_public_signal,seed_19
demo_0344,forum,2025-10-29,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,public_post,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_07
demo_0345,comment,2025-06-16,akun baru diarahkan ke dahlia04[.]invalid lalu chat @dahlia_review04 untuk saldo ewallet,ocr_snapshot,promotional,,none,demo_anonymized_synthetic_public_signal,seed_04
demo_0346,bio_text,2025-04-05,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual",ocr_snapshot,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_03
demo_0347,bio_text,2026-02-17,"ocr tangkapan layar memuat maxwin, wd harian, dan kontak 08xx-xxx-1020",public_post,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_20
demo_0348,short_video,2025-08-03,"info togel qris cepat via admin @sagara_review18, cek domain sagara18[.]invalid",public_post,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_18
demo_0349,bio_text,2025-04-05,kampanye literasi digital anti judi online untuk siswa dan keluarga,public_post,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_15
demo_0350,short_video,2026-02-07,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang contoh tautan disamarkan utara20[.]invalid,platform_export,benign,,none,demo_anonymized_synthetic_public_signal,seed_20
demo_0351,public_report,2026-01-11,"info parlay deposit kecil via admin @tanjung_review19, cek domain tanjung19[.]invalid",platform_export,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_19
demo_0352,bio_text,2025-02-20,akun baru diarahkan ke fajar06[.]invalid lalu chat @fajar_review06 untuk deposit kecil mirror galaksi07[.]invalid admin @galaksi_review07,platform_export,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_06
demo_0353,forum,2025-09-14,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas,platform_export,suspicious,,cekrekening,demo_anonymized_synthetic_public_signal,seed_15
demo_0354,image_ocr,2025-09-24,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi contoh tautan disamarkan varuna21[.]invalid,platform_export,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_21
demo_0355,short_video,2025-03-10,"info rtp tinggi saldo ewallet via admin @jayakarta_review10, cek domain jayakarta10[.]invalid",platform_export,promotional,,none,demo_anonymized_synthetic_public_signal,seed_10
demo_0356,public_report,2026-02-04,"info togel qris cepat via admin @fajar_review06, cek domain fajar06[.]invalid",manual_report,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_06
demo_0357,comment,2025-05-25,komentar berulang menyebut jayakarta10[.]invalid dengan ajakan buruan klaim,platform_export,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_10
demo_0358,public_report,2025-01-15,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan contoh tautan disamarkan alpha01[.]invalid,public_post,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_01
demo_0359,forum,2026-03-28,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,ocr_snapshot,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_04
demo_0360,short_video,2025-03-28,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,platform_export,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_09
demo_0361,public_report,2025-03-15,artikel edukasi dampak sosial ekonomi judi online bagi remaja,ocr_snapshot,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_06
demo_0362,public_report,2026-04-10,kampanye literasi digital anti judi online untuk siswa dan keluarga,ocr_snapshot,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_08
demo_0363,forum,2025-05-17,artikel edukasi dampak sosial ekonomi judi online bagi remaja,public_post,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_14
demo_0364,image_ocr,2025-07-06,kampanye literasi digital anti judi online untuk siswa dan keluarga,public_post,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_12
demo_0365,bio_text,2026-01-18,kampanye literasi digital anti judi online untuk siswa dan keluarga,public_post,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_02
demo_0366,bio_text,2025-10-22,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,platform_export,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_17
demo_0367,image_ocr,2025-10-08,akun baru diarahkan ke fajar06[.]invalid lalu chat @fajar_review06 untuk wd harian,public_post,promotional,,none,demo_anonymized_synthetic_public_signal,seed_06
demo_0368,short_video,2026-01-14,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kanal jayakarta10[.]invalid,ocr_snapshot,suspicious,,none,demo_anonymized_synthetic_public_signal,seed_10
demo_0369,bio_text,2025-07-08,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,public_post,benign,,none,demo_anonymized_synthetic_public_signal,seed_10
demo_0370,image_ocr,2025-11-17,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,platform_export,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_02
demo_0371,short_video,2025-02-12,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,public_post,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_21
demo_0372,comment,2025-07-10,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas,manual_report,suspicious,,aduankonten,demo_anonymized_synthetic_public_signal,seed_01
demo_0373,public_report,2025-06-23,"ocr tangkapan layar memuat togel, bonus member baru, dan kontak 08xx-xxx-1001",manual_report,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_01
demo_0374,image_ocr,2025-12-23,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kontak @bravo_review02,public_post,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_02
demo_0375,image_ocr,2025-08-01,"ocr tangkapan layar memuat parlay, deposit kecil, dan kontak 08xx-xxx-1006",manual_report,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_06
demo_0376,public_report,2025-10-10,artikel edukasi dampak sosial ekonomi judi online bagi remaja,platform_export,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_22
demo_0377,bio_text,2025-01-08,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,ocr_snapshot,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_21
demo_0378,bio_text,2025-09-13,caption berisi istilah scatter tapi juga membahas bahaya judi online kontak @cendana_review03,platform_export,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_03
demo_0379,public_report,2025-10-28,"info parlay qris cepat via admin @dahlia_review04, cek domain dahlia04[.]invalid",public_post,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_04
demo_0380,short_video,2026-01-02,"maxwin sedang ramai, pola malam ini dibagikan di @alpha_review01, pembayaran QRIS-ALPHA-01",platform_export,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_01
demo_0381,public_report,2026-04-10,"maxwin sedang ramai, pola malam ini dibagikan di @nusantara_review14, pembayaran QRIS-NUSANTARA-14",public_post,promotional,,none,demo_anonymized_synthetic_public_signal,seed_14
demo_0382,image_ocr,2025-01-15,artikel edukasi dampak sosial ekonomi judi online bagi remaja contoh tautan disamarkan purnama16[.]invalid,platform_export,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_16
demo_0383,public_report,2026-02-22,"scatter sedang ramai, pola malam ini dibagikan di @alpha_review01, pembayaran QRIS-ALPHA-01",ocr_snapshot,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_01
demo_0384,image_ocr,2025-09-25,diskusi sekolah tentang cara menjaga ruang digital produktif,ocr_snapshot,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_06
demo_0385,image_ocr,2025-07-16,diskusi sekolah tentang cara menjaga ruang digital produktif,platform_export,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_03
demo_0386,image_ocr,2025-08-04,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kanal nusantara14[.]invalid,manual_report,suspicious,,cekrekening,demo_anonymized_synthetic_public_signal,seed_14
demo_0387,image_ocr,2026-04-07,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,public_post,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_16
demo_0388,comment,2025-07-30,"ocr tangkapan layar memuat scatter, qris cepat, dan kontak 08xx-xxx-1006",platform_export,promotional,,none,demo_anonymized_synthetic_public_signal,seed_06
demo_0389,bio_text,2026-04-09,akun baru diarahkan ke dahlia04[.]invalid lalu chat @dahlia_review04 untuk qris cepat,ocr_snapshot,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_04
demo_0390,comment,2026-04-21,diskusi sekolah tentang cara menjaga ruang digital produktif,platform_export,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_01
demo_0391,public_report,2025-08-01,diskusi sekolah tentang cara menjaga ruang digital produktif,ocr_snapshot,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_20
demo_0392,public_report,2025-09-10,diskusi sekolah tentang cara menjaga ruang digital produktif,ocr_snapshot,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_16
demo_0393,public_report,2025-11-14,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kontak @jayakarta_review10 kanal jayakarta10[.]invalid,ocr_snapshot,suspicious,,cekrekening,demo_anonymized_synthetic_public_signal,seed_10
demo_0394,forum,2025-04-07,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,manual_report,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_01
demo_0395,comment,2025-10-04,"maxwin sedang ramai, pola malam ini dibagikan di @halimun_review08, pembayaran QRIS-HALIMUN-08",manual_report,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_08
demo_0396,public_report,2025-03-28,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi contoh tautan disamarkan sagara18[.]invalid,ocr_snapshot,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_18
demo_0397,short_video,2025-08-01,kampanye literasi digital anti judi online untuk siswa dan keluarga,public_post,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_17
demo_0398,forum,2025-03-07,"ocr tangkapan layar memuat slot, wd harian, dan kontak 08xx-xxx-1016",public_post,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_16
demo_0399,comment,2025-07-16,kampanye literasi digital anti judi online untuk siswa dan keluarga,ocr_snapshot,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_09
demo_0400,short_video,2025-10-31,diskusi sekolah tentang cara menjaga ruang digital produktif,manual_report,benign,,none,demo_anonymized_synthetic_public_signal,seed_16
demo_0401,bio_text,2026-01-28,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kontak @fajar_review06,public_post,suspicious,,none,demo_anonymized_synthetic_public_signal,seed_06
demo_0402,image_ocr,2025-04-01,kampanye literasi digital anti judi online untuk siswa dan keluarga,platform_export,benign,,none,demo_anonymized_synthetic_public_signal,seed_02
demo_0403,short_video,2025-08-26,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,public_post,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_11
demo_0404,short_video,2025-12-02,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,manual_report,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_08
demo_0405,comment,2025-08-06,"ocr tangkapan layar memuat slot, deposit kecil, dan kontak 08xx-xxx-1007",public_post,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_07
demo_0406,public_report,2026-01-07,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,public_post,benign,,none,demo_anonymized_synthetic_public_signal,seed_11
demo_0407,forum,2025-09-24,caption berisi istilah scatter tapi juga membahas bahaya judi online kontak @waringin_review22,ocr_snapshot,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_22
demo_0408,short_video,2025-04-19,diskusi sekolah tentang cara menjaga ruang digital produktif,public_post,benign,,none,demo_anonymized_synthetic_public_signal,seed_10
demo_0409,forum,2025-02-15,komentar berulang menyebut alpha01[.]invalid dengan ajakan daftar vip,manual_report,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_01
demo_0410,image_ocr,2026-04-01,kampanye literasi digital anti judi online untuk siswa dan keluarga,manual_report,benign,,none,demo_anonymized_synthetic_public_signal,seed_11
demo_0411,short_video,2026-04-18,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual",manual_report,suspicious,,none,demo_anonymized_synthetic_public_signal,seed_05
demo_0412,short_video,2025-01-18,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,public_post,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_21
demo_0413,public_report,2025-06-21,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi contoh tautan disamarkan intan09[.]invalid,manual_report,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_09
demo_0414,bio_text,2025-07-16,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,platform_export,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_18
demo_0415,image_ocr,2025-01-08,"ocr tangkapan layar memuat maxwin, deposit kecil, dan kontak 08xx-xxx-1004 mirror fajar06[.]invalid admin @fajar_review06",platform_export,promotional,,none,demo_anonymized_synthetic_public_signal,seed_04
demo_0416,comment,2025-12-13,diskusi sekolah tentang cara menjaga ruang digital produktif,ocr_snapshot,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_20
demo_0417,forum,2025-12-18,diskusi sekolah tentang cara menjaga ruang digital produktif,platform_export,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_01
demo_0418,forum,2025-12-23,kampanye literasi digital anti judi online untuk siswa dan keluarga,ocr_snapshot,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_10
demo_0419,comment,2025-11-13,komentar berulang menyebut halimun08[.]invalid dengan ajakan claim bonus,platform_export,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_08
demo_0420,bio_text,2025-12-21,"ocr tangkapan layar memuat togel, deposit kecil, dan kontak 08xx-xxx-1021 mirror waringin22[.]invalid admin @waringin_review22",public_post,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_21
demo_0421,bio_text,2025-07-03,akun baru diarahkan ke bravo02[.]invalid lalu chat @bravo_review02 untuk deposit kecil,ocr_snapshot,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_02
demo_0422,short_video,2026-02-25,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas,manual_report,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_10
demo_0423,bio_text,2025-05-28,caption berisi istilah scatter tapi juga membahas bahaya judi online,ocr_snapshot,suspicious,,platform_report,demo_anonymized_synthetic_public_signal,seed_15
demo_0424,comment,2025-12-14,kampanye literasi digital anti judi online untuk siswa dan keluarga,public_post,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_01
demo_0425,comment,2025-01-17,diskusi sekolah tentang cara menjaga ruang digital produktif contoh tautan disamarkan rajawali17[.]invalid,public_post,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_17
demo_0426,image_ocr,2026-01-10,"ocr tangkapan layar memuat togel, deposit kecil, dan kontak 08xx-xxx-1021 mirror waringin22[.]invalid admin @waringin_review22",platform_export,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_21
demo_0427,public_report,2025-11-17,kampanye literasi digital anti judi online untuk siswa dan keluarga,public_post,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_05
demo_0428,comment,2025-11-15,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual kontak @purnama_review16",manual_report,suspicious,,aduankonten,demo_anonymized_synthetic_public_signal,seed_16
demo_0429,image_ocr,2025-09-09,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kanal cendana03[.]invalid,ocr_snapshot,suspicious,,aduankonten,demo_anonymized_synthetic_public_signal,seed_03
demo_0430,short_video,2025-06-02,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual kontak @elang_review05 kanal elang05[.]invalid",manual_report,suspicious,,none,demo_anonymized_synthetic_public_signal,seed_05
demo_0431,forum,2025-09-19,komentar berulang menyebut waringin22[.]invalid dengan ajakan link bio,manual_report,promotional,,none,demo_anonymized_synthetic_public_signal,seed_22
demo_0432,image_ocr,2026-01-27,"info slot saldo ewallet via admin @elang_review05, cek domain elang05[.]invalid",ocr_snapshot,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_05
demo_0433,forum,2025-06-06,diskusi sekolah tentang cara menjaga ruang digital produktif,manual_report,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_09
demo_0434,bio_text,2026-03-31,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual",manual_report,suspicious,,none,demo_anonymized_synthetic_public_signal,seed_03
demo_0435,bio_text,2025-02-04,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,public_post,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_11
demo_0436,comment,2025-12-28,caption berisi istilah scatter tapi juga membahas bahaya judi online kontak @bravo_review02,manual_report,suspicious,,cekrekening,demo_anonymized_synthetic_public_signal,seed_02
demo_0437,image_ocr,2025-01-03,artikel edukasi dampak sosial ekonomi judi online bagi remaja,ocr_snapshot,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_04
demo_0438,forum,2025-06-01,"info rtp tinggi deposit kecil via admin @nusantara_review14, cek domain nusantara14[.]invalid",platform_export,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_14
demo_0439,bio_text,2025-06-20,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,public_post,benign,,none,demo_anonymized_synthetic_public_signal,seed_03
